"Chronic Absenteeism, 2018-19"
"All Districts, English Learner Status"

"",,,"Chronically Absent",
"Canton School District","=""0230011""","Non-ELL","*","*"
"Capital Preparatory Harbor School District","=""2970013""","ELL","*","*"
"Capital Preparatory Harbor School District","=""2970013""","Non-ELL","*","*"
"Capitol Region Education Council","=""2410014""","ELL",147,25.3
"Capitol Region Education Council","=""2410014""","Non-ELL",1272,18.1
"Chaplin School District","=""0240011""","ELL",0,"*"
"Chaplin School District","=""0240011""","Non-ELL","*","*"
"Cheshire School District","=""0250011""","ELL",12,21.8
"Cheshire School District","=""0250011""","Non-ELL",239,5.8
"Chester School District","=""0260011""","ELL",0,"*"
"Chester School District","=""0260011""","Non-ELL","*","*"
"Clinton School District","=""0270011""","ELL",6,5.7
"Clinton School District","=""0270011""","Non-ELL",123,7.8
"Colchester School District","=""0280011""","ELL","*","*"
"Colchester School District","=""0280011""","Non-ELL","*","*"
"Colebrook School District","=""0290011""","Non-ELL","*","*"
"Columbia School District","=""0300011""","ELL",0,"*"
"Columbia School District","=""0300011""","Non-ELL",11,"*"
"Common Ground High School District","=""2680013""","ELL","*","*"
"Common Ground High School District","=""2680013""","Non-ELL","*","*"
"Connecticut Technical Education and Career System","=""9000016""","ELL",43,10.7
"Connecticut Technical Education and Career System","=""9000016""","Non-ELL",985,9.9
"Cooperative Educational Services","=""2430014""","ELL",6,15.8
"Cooperative Educational Services","=""2430014""","Non-ELL",122,18.7
"Cornwall School District","=""0310011""","ELL",0,"*"
"Cornwall School District","=""0310011""","Non-ELL","*","*"
"Coventry School District","=""0320011""","ELL","*","*"
"Coventry School District","=""0320011""","Non-ELL","*","*"
"Cromwell School District","=""0330011""","ELL","*","*"
"Cromwell School District","=""0330011""","Non-ELL","*","*"
"Danbury School District","=""0340011""","ELL",215,6.7
"Danbury School District","=""0340011""","Non-ELL",597,7.3
"Darien School District","=""0350011""","ELL","*","*"
"Darien School District","=""0350011""","Non-ELL","*","*"
"Deep River School District","=""0360011""","ELL",0,"*"
"Deep River School District","=""0360011""","Non-ELL",7,"*"
"Department of Mental Health and Addiction Services","=""3370015""","ELL","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Non-ELL","*","*"
"Derby School District","=""0370011""","ELL","*","*"
"Derby School District","=""0370011""","Non-ELL","*","*"
"East Granby School District","=""0400011""","ELL","*","*"
"East Granby School District","=""0400011""","Non-ELL","*","*"
"East Haddam School District","=""0410011""","ELL",0,"*"
"East Haddam School District","=""0410011""","Non-ELL",41,"*"
"East Hampton School District","=""0420011""","ELL","*","*"
"East Hampton School District","=""0420011""","Non-ELL","*","*"
"East Hartford School District","=""0430011""","ELL",155,17.1
"East Hartford School District","=""0430011""","Non-ELL",788,13.7
"East Haven School District","=""0440011""","ELL",34,12.7
"East Haven School District","=""0440011""","Non-ELL",346,14.3
"East Lyme School District","=""0450011""","ELL","*","*"
"East Lyme School District","=""0450011""","Non-ELL","*","*"
"East Windsor School District","=""0470011""","ELL","*","*"
"East Windsor School District","=""0470011""","Non-ELL","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELL","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Non-ELL","*","*"
"Eastford School District","=""0390011""","Non-ELL",6,4.1
"Easton School District","=""0460011""","ELL","*","*"
"Easton School District","=""0460011""","Non-ELL","*","*"
"EdAdvance","=""2420014""","ELL",0,"*"
"EdAdvance","=""2420014""","Non-ELL",42,"*"
"Ellington School District","=""0480011""","ELL",7,12.7
"Ellington School District","=""0480011""","Non-ELL",192,7.4
"Elm City College Preparatory School District","=""2890013""","ELL","*","*"
"Elm City College Preparatory School District","=""2890013""","Non-ELL","*","*"
"Elm City Montessori School District","=""2910013""","ELL","*","*"
"Elm City Montessori School District","=""2910013""","Non-ELL","*","*"
"Enfield School District","=""0490011""","ELL",15,12.5
"Enfield School District","=""0490011""","Non-ELL",467,9.9
"Essex School District","=""0500011""","ELL",0,"*"
"Essex School District","=""0500011""","Non-ELL",13,"*"
"Explorations District","=""2720013""","Non-ELL",25,29.4
"Fairfield School District","=""0510011""","ELL",25,9.3
"Fairfield School District","=""0510011""","Non-ELL",518,5.5
"Farmington School District","=""0520011""","ELL",16,9.5
"Farmington School District","=""0520011""","Non-ELL",202,5.3
"Franklin School District","=""0530011""","ELL",0,"*"
"Franklin School District","=""0530011""","Non-ELL","*","*"
"Glastonbury School District","=""0540011""","ELL",18,12.8
"Glastonbury School District","=""0540011""","Non-ELL",200,3.5
"Granby School District","=""0560011""","ELL",0,"*"
"Granby School District","=""0560011""","Non-ELL",95,"*"
"Great Oaks Charter School District","=""2940013""","ELL",9,14.8
"Great Oaks Charter School District","=""2940013""","Non-ELL",90,24.9
"Greenwich School District","=""0570011""","ELL",14,3.2
"Greenwich School District","=""0570011""","Non-ELL",333,3.9
"Griswold School District","=""0580011""","ELL","*","*"
"Griswold School District","=""0580011""","Non-ELL","*","*"
"Groton School District","=""0590011""","ELL",26,16.0
"Groton School District","=""0590011""","Non-ELL",465,12.1
"Guilford School District","=""0600011""","ELL",6,9.0
"Guilford School District","=""0600011""","Non-ELL",179,5.6
"Hamden School District","=""0620011""","ELL",62,17.8
"Hamden School District","=""0620011""","Non-ELL",718,14.5
"Hampton School District","=""0630011""","Non-ELL","*","*"
"Hartford School District","=""0640011""","ELL",1279,31.4
"Hartford School District","=""0640011""","Non-ELL",3318,23.6
"Hartland School District","=""0650011""","ELL",0,"*"
"Hartland School District","=""0650011""","Non-ELL","*","*"
"Hebron School District","=""0670011""","ELL",0,"*"
"Hebron School District","=""0670011""","Non-ELL",11,"*"
"Highville Charter School District","=""2860013""","ELL",0,"*"
"Highville Charter School District","=""2860013""","Non-ELL",34,"*"
"Integrated Day Charter School District","=""2640013""","ELL","*","*"
"Integrated Day Charter School District","=""2640013""","Non-ELL","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","ELL","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Non-ELL","*","*"
"Jumoke Academy District","=""2610013""","Non-ELL",119,18.0
"Kent School District","=""0680011""","ELL",0,"*"
"Kent School District","=""0680011""","Non-ELL","*","*"
"Killingly School District","=""0690011""","ELL","*","*"
"Killingly School District","=""0690011""","Non-ELL","*","*"
"Learn","=""2450014""","ELL",48,20.5
"Learn","=""2450014""","Non-ELL",255,14.9
"Lebanon School District","=""0710011""","ELL","*","*"
"Lebanon School District","=""0710011""","Non-ELL","*","*"
"Ledyard School District","=""0720011""","ELL","*","*"
"Ledyard School District","=""0720011""","Non-ELL","*","*"
"Lisbon School District","=""0730011""","ELL","*","*"
"Lisbon School District","=""0730011""","Non-ELL","*","*"
"Litchfield School District","=""0740011""","ELL",0,"*"
"Litchfield School District","=""0740011""","Non-ELL",45,"*"
"Madison School District","=""0760011""","ELL",0,0.0
"Madison School District","=""0760011""","Non-ELL",63,2.4
"Manchester School District","=""0770011""","ELL",91,21.6
"Manchester School District","=""0770011""","Non-ELL",967,17.5
"Mansfield School District","=""0780011""","ELL","*","*"
"Mansfield School District","=""0780011""","Non-ELL","*","*"
"Marlborough School District","=""0790011""","ELL",0,"*"
"Marlborough School District","=""0790011""","Non-ELL",45,"*"
"Meriden School District","=""0800011""","ELL",217,16.2
"Meriden School District","=""0800011""","Non-ELL",958,14.5
"Middletown School District","=""0830011""","ELL",29,15.0
"Middletown School District","=""0830011""","Non-ELL",451,10.4
"Milford School District","=""0840011""","ELL",18,11.4
"Milford School District","=""0840011""","Non-ELL",436,8.3
"Monroe School District","=""0850011""","ELL",0,0.0
"Monroe School District","=""0850011""","Non-ELL",102,3.4
"Montville School District","=""0860011""","ELL","*","*"
"Montville School District","=""0860011""","Non-ELL","*","*"
"Naugatuck School District","=""0880011""","ELL",49,15.8
"Naugatuck School District","=""0880011""","Non-ELL",558,14.4
"New Beginnings Inc Family Academy District","=""2800013""","ELL",0,"*"
"New Beginnings Inc Family Academy District","=""2800013""","Non-ELL",51,"*"
"New Britain School District","=""0890011""","ELL",531,31.4
"New Britain School District","=""0890011""","Non-ELL",1804,22.6
"New Canaan School District","=""0900011""","ELL","*","*"
"New Canaan School District","=""0900011""","Non-ELL","*","*"
"New Fairfield School District","=""0910011""","ELL",6,8.8
"New Fairfield School District","=""0910011""","Non-ELL",78,3.7
"New Hartford School District","=""0920011""","ELL",0,"*"
"New Hartford School District","=""0920011""","Non-ELL",28,"*"
"New Haven School District","=""0930011""","ELL",584,16.6
"New Haven School District","=""0930011""","Non-ELL",3167,19.9
"New London School District","=""0950011""","ELL",143,17.5
"New London School District","=""0950011""","Non-ELL",384,14.4
"New Milford School District","=""0960011""","ELL",12,7.2
"New Milford School District","=""0960011""","Non-ELL",248,6.7
"Newington School District","=""0940011""","ELL",17,7.4
"Newington School District","=""0940011""","Non-ELL",209,5.6
"Newtown School District","=""0970011""","ELL","*","*"
"Newtown School District","=""0970011""","Non-ELL","*","*"
"Norfolk School District","=""0980011""","ELL",0,"*"
"Norfolk School District","=""0980011""","Non-ELL",8,"*"
"North Branford School District","=""0990011""","ELL","*","*"
"North Branford School District","=""0990011""","Non-ELL","*","*"
"North Canaan School District","=""1000011""","ELL","*","*"
"North Canaan School District","=""1000011""","Non-ELL","*","*"
"North Haven School District","=""1010011""","ELL",6,6.2
"North Haven School District","=""1010011""","Non-ELL",222,7.3
"North Stonington School District","=""1020011""","Non-ELL",51,7.3
"Norwalk School District","=""1030011""","ELL",193,9.8
"Norwalk School District","=""1030011""","Non-ELL",971,10.4
"Norwich Free Academy District","=""9010022""","ELL",44,20.9
"Norwich Free Academy District","=""9010022""","Non-ELL",360,18.0
"Norwich School District","=""1040011""","ELL",68,10.3
"Norwich School District","=""1040011""","Non-ELL",342,12.4
"Odyssey Community School District","=""2630013""","ELL",6,13.0
"Odyssey Community School District","=""2630013""","Non-ELL",13,4.7
"Old Saybrook School District","=""1060011""","ELL",8,13.1
"Old Saybrook School District","=""1060011""","Non-ELL",86,7.7
"Orange School District","=""1070011""","ELL","*","*"
"Orange School District","=""1070011""","Non-ELL","*","*"
"Oxford School District","=""1080011""","ELL",0,0.0
"Oxford School District","=""1080011""","Non-ELL",79,4.6
"Park City Prep Charter School District","=""2830013""","ELL","*","*"
"Park City Prep Charter School District","=""2830013""","Non-ELL","*","*"
"Plainfield School District","=""1090011""","ELL",7,16.7
"Plainfield School District","=""1090011""","Non-ELL",261,12.9
"Plainville School District","=""1100011""","ELL",12,7.8
"Plainville School District","=""1100011""","Non-ELL",199,9.4
"Plymouth School District","=""1110011""","ELL","*","*"
"Plymouth School District","=""1110011""","Non-ELL","*","*"
"Pomfret School District","=""1120011""","ELL",0,"*"
"Pomfret School District","=""1120011""","Non-ELL",7,"*"
"Portland School District","=""1130011""","ELL","*","*"
"Portland School District","=""1130011""","Non-ELL","*","*"
"Preston School District","=""1140011""","ELL",0,"*"
"Preston School District","=""1140011""","Non-ELL",24,"*"
"Putnam School District","=""1160011""","ELL",6,13.6
"Putnam School District","=""1160011""","Non-ELL",116,10.9
"Redding School District","=""1170011""","ELL",0,"*"
"Redding School District","=""1170011""","Non-ELL",28,"*"
"Regional School District 01","=""2010012""","ELL","*","*"
"Regional School District 01","=""2010012""","Non-ELL","*","*"
"Regional School District 04","=""2040012""","ELL",0,"*"
"Regional School District 04","=""2040012""","Non-ELL",66,"*"
"Regional School District 05","=""2050012""","ELL","*","*"
"Regional School District 05","=""2050012""","Non-ELL","*","*"
"Regional School District 06","=""2060012""","ELL",0,"*"
"Regional School District 06","=""2060012""","Non-ELL",59,"*"
"Regional School District 07","=""2070012""","ELL",0,"*"
"Regional School District 07","=""2070012""","Non-ELL",83,"*"
"Regional School District 08","=""2080012""","ELL",0,"*"
"Regional School District 08","=""2080012""","Non-ELL",107,"*"
"Regional School District 09","=""2090012""","ELL",0,"*"
"Regional School District 09","=""2090012""","Non-ELL",82,"*"
"Regional School District 10","=""2100012""","ELL",0,0.0
"Regional School District 10","=""2100012""","Non-ELL",91,4.1
"Regional School District 11","=""2110012""","ELL",0,"*"
"Regional School District 11","=""2110012""","Non-ELL",15,"*"
"Regional School District 12","=""2120012""","ELL",0,"*"
"Regional School District 12","=""2120012""","Non-ELL",50,"*"
"Regional School District 13","=""2130012""","ELL","*","*"
"Regional School District 13","=""2130012""","Non-ELL","*","*"
"Regional School District 14","=""2140012""","ELL","*","*"
"Regional School District 14","=""2140012""","Non-ELL","*","*"
"Regional School District 15","=""2150012""","ELL","*","*"
"Regional School District 15","=""2150012""","Non-ELL","*","*"
"Regional School District 16","=""2160012""","ELL","*","*"
"Regional School District 16","=""2160012""","Non-ELL","*","*"
"Regional School District 17","=""2170012""","ELL","*","*"
"Regional School District 17","=""2170012""","Non-ELL","*","*"
"Regional School District 18","=""2180012""","ELL","*","*"
"Regional School District 18","=""2180012""","Non-ELL","*","*"
"Regional School District 19","=""2190012""","ELL","*","*"
"Regional School District 19","=""2190012""","Non-ELL","*","*"
"Ridgefield School District","=""1180011""","ELL","*","*"
"Ridgefield School District","=""1180011""","Non-ELL","*","*"
"Rocky Hill School District","=""1190011""","ELL",11,4.6
"Rocky Hill School District","=""1190011""","Non-ELL",149,6.2
"Salem School District","=""1210011""","ELL",0,"*"
"Salem School District","=""1210011""","Non-ELL",14,"*"
"Salisbury School District","=""1220011""","ELL",0,"*"
"Salisbury School District","=""1220011""","Non-ELL",18,"*"
"Scotland School District","=""1230011""","Non-ELL","*","*"
"Seymour School District","=""1240011""","ELL",6,8.7
"Seymour School District","=""1240011""","Non-ELL",235,11.2
"Sharon School District","=""1250011""","ELL",0,"*"
"Sharon School District","=""1250011""","Non-ELL",6,"*"
"Shelton School District","=""1260011""","ELL",14,5.9
"Shelton School District","=""1260011""","Non-ELL",318,7.2
"Sherman School District","=""1270011""","ELL",0,"*"
"Sherman School District","=""1270011""","Non-ELL",7,"*"
"Side By Side Charter School District","=""2700013""","ELL","*","*"
"Side By Side Charter School District","=""2700013""","Non-ELL","*","*"
"Simsbury School District","=""1280011""","ELL",8,11.8
"Simsbury School District","=""1280011""","Non-ELL",230,5.8
"Somers School District","=""1290011""","ELL","*","*"
"Somers School District","=""1290011""","Non-ELL","*","*"
"South Windsor School District","=""1320011""","ELL",22,8.1
"South Windsor School District","=""1320011""","Non-ELL",202,5.0
"Southington School District","=""1310011""","ELL",9,6.4
"Southington School District","=""1310011""","Non-ELL",393,6.4
"Sprague School District","=""1330011""","ELL","*","*"
"Sprague School District","=""1330011""","Non-ELL","*","*"
"Stafford School District","=""1340011""","ELL",0,"*"
"Stafford School District","=""1340011""","Non-ELL",109,"*"
"Stamford Academy District","=""2820013""","ELL",8,"*"
"Stamford Academy District","=""2820013""","Non-ELL",102,"*"
"Stamford Charter School for Excellence District","=""2960013""","ELL","*","*"
"Stamford Charter School for Excellence District","=""2960013""","Non-ELL","*","*"
"Stamford School District","=""1350011""","ELL",360,15.8
"Stamford School District","=""1350011""","Non-ELL",1416,10.4
"State Level","=""0000000""","ELL",6737,15.9
"State Level","=""0000000""","Non-ELL",46454,9.9
"Sterling School District","=""1360011""","Non-ELL",28,8.3
"Stonington School District","=""1370011""","ELL","*","*"
"Stonington School District","=""1370011""","Non-ELL","*","*"
"Stratford School District","=""1380011""","ELL",58,13.2
"Stratford School District","=""1380011""","Non-ELL",736,11.8
"Suffield School District","=""1390011""","ELL","*","*"
"Suffield School District","=""1390011""","Non-ELL","*","*"
"The Bridge Academy District","=""2690013""","ELL","*","*"
"The Bridge Academy District","=""2690013""","Non-ELL","*","*"
"The Gilbert School District","=""9020022""","ELL","*","*"
"The Gilbert School District","=""9020022""","Non-ELL","*","*"
"The Woodstock Academy District","=""9030022""","Non-ELL",112,10.3
"Thomaston School District","=""1400011""","ELL",0,"*"
"Thomaston School District","=""1400011""","Non-ELL",43,"*"
"Thompson School District","=""1410011""","ELL",0,"*"
"Thompson School District","=""1410011""","Non-ELL",87,"*"
"Tolland School District","=""1420011""","ELL","*","*"
"Tolland School District","=""1420011""","Non-ELL","*","*"
"Torrington School District","=""1430011""","ELL",32,8.2
"Torrington School District","=""1430011""","Non-ELL",410,11.9
"Trailblazers Academy District","=""2780013""","ELL",0,"*"
"Trailblazers Academy District","=""2780013""","Non-ELL","*","*"
"Trumbull School District","=""1440011""","ELL",24,11.3
"Trumbull School District","=""1440011""","Non-ELL",281,4.4
"Unified School District #1","=""3360015""","ELL",0,"*"
"Unified School District #1","=""3360015""","Non-ELL",13,"*"
"Unified School District #2","=""3470015""","ELL","*","*"
"Unified School District #2","=""3470015""","Non-ELL","*","*"
"Union School District","=""1450011""","Non-ELL","*","*"
"Vernon School District","=""1460011""","ELL",12,10.9
"Vernon School District","=""1460011""","Non-ELL",249,8.6
"Voluntown School District","=""1470011""","ELL",0,"*"
"Voluntown School District","=""1470011""","Non-ELL",9,"*"
"Wallingford School District","=""1480011""","ELL",26,7.7
"Wallingford School District","=""1480011""","Non-ELL",309,5.9
"Waterbury School District","=""1510011""","ELL",510,18.0
"Waterbury School District","=""1510011""","Non-ELL",2280,15.2
"Waterford School District","=""1520011""","ELL",8,11.0
"Waterford School District","=""1520011""","Non-ELL",142,6.0
"Watertown School District","=""1530011""","ELL",10,8.2
"Watertown School District","=""1530011""","Non-ELL",270,10.6
"West Hartford School District","=""1550011""","ELL",89,14.3
"West Hartford School District","=""1550011""","Non-ELL",544,6.2
"West Haven School District","=""1560011""","ELL",89,10.0
"West Haven School District","=""1560011""","Non-ELL",706,14.3
"Westbrook School District","=""1540011""","ELL","*","*"
"Westbrook School District","=""1540011""","Non-ELL","*","*"
"Weston School District","=""1570011""","ELL","*","*"
"Weston School District","=""1570011""","Non-ELL","*","*"
"Westport School District","=""1580011""","ELL","*","*"
"Westport School District","=""1580011""","Non-ELL","*","*"
"Wethersfield School District","=""1590011""","ELL",36,10.5
"Wethersfield School District","=""1590011""","Non-ELL",131,4.1
"Willington School District","=""1600011""","ELL","*","*"
"Willington School District","=""1600011""","Non-ELL","*","*"
"Wilton School District","=""1610011""","ELL","*","*"
"Wilton School District","=""1610011""","Non-ELL","*","*"
"Winchester School District","=""1620011""","ELL","*","*"
"Winchester School District","=""1620011""","Non-ELL","*","*"
"Windham School District","=""1630011""","ELL",204,21.9
"Windham School District","=""1630011""","Non-ELL",356,16.2
"Windsor Locks School District","=""1650011""","ELL",15,16.1
"Windsor Locks School District","=""1650011""","Non-ELL",173,12.4
"Windsor School District","=""1640011""","ELL",14,12.7
"Windsor School District","=""1640011""","Non-ELL",296,9.5
"Wolcott School District","=""1660011""","ELL","*","*"
"Wolcott School District","=""1660011""","Non-ELL","*","*"
"Woodbridge School District","=""1670011""","ELL","*","*"
"Woodbridge School District","=""1670011""","Non-ELL","*","*"
"Woodstock School District","=""1690011""","ELL","*","*"
"Woodstock School District","=""1690011""","Non-ELL","*","*"

