"District","FIPS","Year","English Learner Status","Variable","Measure Type","Value"
"Ansonia School District","900901220","2012-2013","English Language Learner","Chronically Absent Students","Percent","15.4"
"Ansonia School District","900901220","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","14.3"
"Ansonia School District","900901220","2013-2014","English Language Learner","Chronically Absent Students","Percent","12.7"
"Ansonia School District","900901220","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","11.2"
"Ansonia School District","900901220","2014-2015","English Language Learner","Chronically Absent Students","Percent","18.0"
"Ansonia School District","900901220","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","16.2"
"Ansonia School District","900901220","2015-2016","English Language Learner","Chronically Absent Students","Percent","21.7"
"Ansonia School District","900901220","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","14.3"
"Area Cooperative Educational Services","","2011-2012","English Language Learner","Chronically Absent Students","Percent","15.4"
"Area Cooperative Educational Services","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","18.6"
"Area Cooperative Educational Services","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Area Cooperative Educational Services","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","19.7"
"Area Cooperative Educational Services","","2013-2014","English Language Learner","Chronically Absent Students","Percent","24.0"
"Area Cooperative Educational Services","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","21.7"
"Area Cooperative Educational Services","","2014-2015","English Language Learner","Chronically Absent Students","Percent","12.1"
"Area Cooperative Educational Services","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","20.9"
"Area Cooperative Educational Services","","2015-2016","English Language Learner","Chronically Absent Students","Percent","21.1"
"Area Cooperative Educational Services","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","18.1"
"Ashford School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Ashford School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","9.7"
"Ashford School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Ashford School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","7.0"
"Ashford School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Ashford School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","7.9"
"Ashford School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Ashford School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","6.4"
"Ashford School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Ashford School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","4.9"
"Avon School District","900302060","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Avon School District","900302060","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","4.2"
"Avon School District","900302060","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Avon School District","900302060","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","5.0"
"Avon School District","900302060","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Avon School District","900302060","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","4.9"
"Avon School District","900302060","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Avon School District","900302060","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","3.1"
"Avon School District","900302060","2015-2016","English Language Learner","Chronically Absent Students","Percent","5.1"
"Avon School District","900302060","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","4.5"
"Barkhamsted School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","3.2"
"Barkhamsted School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","3.7"
"Barkhamsted School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Barkhamsted School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","3.5"
"Barkhamsted School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-6666"
"Barkhamsted School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","2.0"
"Barkhamsted School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-6666"
"Barkhamsted School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","4.2"
"Berlin School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","8.2"
"Berlin School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","5.7"
"Berlin School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Berlin School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","5.7"
"Berlin School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Berlin School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","4.9"
"Berlin School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Berlin School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","6.0"
"Berlin School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Berlin School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","3.7"
"Bethany School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Bethany School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","3.2"
"Bethany School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-6666"
"Bethany School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","5.6"
"Bethany School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-6666"
"Bethany School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","4.9"
"Bethany School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Bethany School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","4.8"
"Bethany School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Bethany School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","5.2"
"Bethel School District","900104720","2011-2012","English Language Learner","Chronically Absent Students","Percent","14.5"
"Bethel School District","900104720","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","5.9"
"Bethel School District","900104720","2012-2013","English Language Learner","Chronically Absent Students","Percent","8.5"
"Bethel School District","900104720","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","6.8"
"Bethel School District","900104720","2013-2014","English Language Learner","Chronically Absent Students","Percent","7.2"
"Bethel School District","900104720","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","7.3"
"Bethel School District","900104720","2014-2015","English Language Learner","Chronically Absent Students","Percent","5.6"
"Bethel School District","900104720","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","4.5"
"Bethel School District","900104720","2015-2016","English Language Learner","Chronically Absent Students","Percent","11.0"
"Bethel School District","900104720","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","6.8"
"Bloomfield School District","900305910","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Bloomfield School District","900305910","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","7.4"
"Bloomfield School District","900305910","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Bloomfield School District","900305910","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","7.9"
"Bloomfield School District","900305910","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Bloomfield School District","900305910","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","7.6"
"Bloomfield School District","900305910","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Bloomfield School District","900305910","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","8.9"
"Bloomfield School District","900305910","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Bloomfield School District","900305910","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","8.8"
"Bolton School District","901306260","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Bolton School District","901306260","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","2.6"
"Bolton School District","901306260","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Bolton School District","901306260","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","3.8"
"Bolton School District","901306260","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Bolton School District","901306260","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","5.2"
"Bolton School District","901306260","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Bolton School District","901306260","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","5.7"
"Bolton School District","901306260","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Bolton School District","901306260","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","3.3"
"Booker T Washington Academy District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-6666"
"Booker T Washington Academy District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","-6666"
"Booker T Washington Academy District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-6666"
"Booker T Washington Academy District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","-6666"
"Booker T Washington Academy District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-6666"
"Booker T Washington Academy District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","-6666"
"Booker T Washington Academy District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-6666"
"Booker T Washington Academy District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","30.4"
"Booker T Washington Academy District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-6666"
"Booker T Washington Academy District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","20.2"
"Bozrah School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-6666"
"Bozrah School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","5.3"
"Bozrah School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Bozrah School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","8.0"
"Bozrah School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Bozrah School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","7.4"
"Bozrah School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Bozrah School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","3.2"
"Bozrah School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Bozrah School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","5.5"
"Branford School District","900907310","2011-2012","English Language Learner","Chronically Absent Students","Percent","8.7"
"Branford School District","900907310","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","7.3"
"Branford School District","900907310","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Branford School District","900907310","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","8.0"
"Branford School District","900907310","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Branford School District","900907310","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","8.9"
"Branford School District","900907310","2014-2015","English Language Learner","Chronically Absent Students","Percent","9.2"
"Branford School District","900907310","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","9.2"
"Branford School District","900907310","2015-2016","English Language Learner","Chronically Absent Students","Percent","8.9"
"Branford School District","900907310","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","9.4"
"Brass City Charter School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-6666"
"Brass City Charter School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","-6666"
"Brass City Charter School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-6666"
"Brass City Charter School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","-6666"
"Brass City Charter School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-6666"
"Brass City Charter School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","12.3"
"Brass City Charter School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-6666"
"Brass City Charter School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","10.5"
"Brass City Charter School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-6666"
"Brass City Charter School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","7.4"
"Bridgeport School District","900108070","2011-2012","English Language Learner","Chronically Absent Students","Percent","20.8"
"Bridgeport School District","900108070","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","19.5"
"Bridgeport School District","900108070","2012-2013","English Language Learner","Chronically Absent Students","Percent","25.0"
"Bridgeport School District","900108070","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","25.1"
"Bridgeport School District","900108070","2013-2014","English Language Learner","Chronically Absent Students","Percent","21.3"
"Bridgeport School District","900108070","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","21.2"
"Bridgeport School District","900108070","2014-2015","English Language Learner","Chronically Absent Students","Percent","18.2"
"Bridgeport School District","900108070","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","19.1"
"Bridgeport School District","900108070","2015-2016","English Language Learner","Chronically Absent Students","Percent","16.2"
"Bridgeport School District","900108070","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","17.5"
"Bristol School District","900308490","2011-2012","English Language Learner","Chronically Absent Students","Percent","23.4"
"Bristol School District","900308490","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","11.0"
"Bristol School District","900308490","2012-2013","English Language Learner","Chronically Absent Students","Percent","21.3"
"Bristol School District","900308490","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","9.7"
"Bristol School District","900308490","2013-2014","English Language Learner","Chronically Absent Students","Percent","23.9"
"Bristol School District","900308490","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","11.3"
"Bristol School District","900308490","2014-2015","English Language Learner","Chronically Absent Students","Percent","16.3"
"Bristol School District","900308490","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","10.6"
"Bristol School District","900308490","2015-2016","English Language Learner","Chronically Absent Students","Percent","10.8"
"Bristol School District","900308490","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","8.6"
"Brookfield School District","900108980","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Brookfield School District","900108980","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","4.9"
"Brookfield School District","900108980","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Brookfield School District","900108980","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","1.8"
"Brookfield School District","900108980","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Brookfield School District","900108980","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","4.0"
"Brookfield School District","900108980","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Brookfield School District","900108980","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","3.8"
"Brookfield School District","900108980","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Brookfield School District","900108980","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","2.2"
"Brooklyn School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Brooklyn School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","6.9"
"Brooklyn School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Brooklyn School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","6.7"
"Brooklyn School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Brooklyn School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","4.0"
"Brooklyn School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Brooklyn School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","5.5"
"Brooklyn School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Brooklyn School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","2.4"
"Canaan School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-6666"
"Canaan School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","10.7"
"Canaan School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Canaan School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","-9999"
"Canaan School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Canaan School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","10.8"
"Canaan School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Canaan School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","-9999"
"Canaan School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Canaan School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","8.2"
"Canterbury School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-6666"
"Canterbury School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","3.7"
"Canterbury School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-6666"
"Canterbury School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","6.4"
"Canterbury School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-6666"
"Canterbury School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","4.8"
"Canterbury School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-6666"
"Canterbury School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","3.8"
"Canterbury School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-6666"
"Canterbury School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","3.7"
"Canton School District","900312270","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Canton School District","900312270","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","4.4"
"Canton School District","900312270","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Canton School District","900312270","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","4.4"
"Canton School District","900312270","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Canton School District","900312270","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","9.1"
"Canton School District","900312270","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Canton School District","900312270","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","9.3"
"Canton School District","900312270","2015-2016","English Language Learner","Chronically Absent Students","Percent","-9999"
"Canton School District","900312270","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","5.6"
"Capital Preparatory Harbor School Inc. District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-6666"
"Capital Preparatory Harbor School Inc. District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","-6666"
"Capital Preparatory Harbor School Inc. District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-6666"
"Capital Preparatory Harbor School Inc. District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","-6666"
"Capital Preparatory Harbor School Inc. District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-6666"
"Capital Preparatory Harbor School Inc. District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","-6666"
"Capital Preparatory Harbor School Inc. District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-6666"
"Capital Preparatory Harbor School Inc. District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","-6666"
"Capital Preparatory Harbor School Inc. District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-6666"
"Capital Preparatory Harbor School Inc. District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","13.7"
"Capitol Region Education Council","","2011-2012","English Language Learner","Chronically Absent Students","Percent","18.5"
"Capitol Region Education Council","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","14.2"
"Capitol Region Education Council","","2012-2013","English Language Learner","Chronically Absent Students","Percent","24.6"
"Capitol Region Education Council","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","13.9"
"Capitol Region Education Council","","2013-2014","English Language Learner","Chronically Absent Students","Percent","24.0"
"Capitol Region Education Council","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","13.3"
"Capitol Region Education Council","","2014-2015","English Language Learner","Chronically Absent Students","Percent","27.3"
"Capitol Region Education Council","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","14.5"
"Capitol Region Education Council","","2015-2016","English Language Learner","Chronically Absent Students","Percent","17.5"
"Capitol Region Education Council","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","11.3"
"Chaplin School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-6666"
"Chaplin School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","9.6"
"Chaplin School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Chaplin School District","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","8.5"
"Chaplin School District","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Chaplin School District","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","8.7"
"Chaplin School District","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Chaplin School District","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","11.5"
"Chaplin School District","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-6666"
"Chaplin School District","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","10.1"
"Charter School for Young Children on Asylum Hill","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2013-2014","English Language Learner","Chronically Absent Students","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2014-2015","English Language Learner","Chronically Absent Students","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2015-2016","English Language Learner","Chronically Absent Students","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","-6666"
"Cheshire School District","900914160","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Cheshire School District","900914160","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","5.4"
"Cheshire School District","900914160","2012-2013","English Language Learner","Chronically Absent Students","Percent","-9999"
"Cheshire School District","900914160","2012-2013","Non-English Language Learner","Chronically Absent Students","Percent","4.1"
"Cheshire School District","900914160","2013-2014","English Language Learner","Chronically Absent Students","Percent","-9999"
"Cheshire School District","900914160","2013-2014","Non-English Language Learner","Chronically Absent Students","Percent","5.1"
"Cheshire School District","900914160","2014-2015","English Language Learner","Chronically Absent Students","Percent","-9999"
"Cheshire School District","900914160","2014-2015","Non-English Language Learner","Chronically Absent Students","Percent","4.0"
"Cheshire School District","900914160","2015-2016","English Language Learner","Chronically Absent Students","Percent","14.3"
"Cheshire School District","900914160","2015-2016","Non-English Language Learner","Chronically Absent Students","Percent","5.1"
"Chester School District","","2011-2012","English Language Learner","Chronically Absent Students","Percent","-9999"
"Chester School District","","2011-2012","Non-English Language Learner","Chronically Absent Students","Percent","5.8"
"Chester School District","","2012-2013","English Language Learner","Chronically Absent Students","Percent","-6666"
